DOC ID,Relation ID,Relation Type,Relation Name,Term 1,Term 2,abstract
10682471,CPR:2,N ,INDIRECT-REGULATOR,Arg1:T9,Arg2:T25,mifepristone is INDIRECT-REGULATOR of progesterone receptor
10682471,CPR:10,N ,NOT UPREGULATOR,Arg1:T9,Arg2:T25,mifepristone is NOT UPREGULATOR of progesterone receptor
10682471,CPR:10,N ,NOT ACTIVATOR,Arg1:T9,Arg2:T25,mifepristone is NOT ACTIVATOR of progesterone receptor
10682471,CPR:10,N ,NOT INDIRECT-UPREGULATOR,Arg1:T9,Arg2:T25,mifepristone is NOT INDIRECT-UPREGULATOR of progesterone receptor
10682471,CPR:7,N ,NOT DOWNREGULATOR,Arg1:T9,Arg2:T25,mifepristone is NOT DOWNREGULATOR of progesterone receptor
10682471,CPR:7,N ,NOT INHIBITOR,Arg1:T9,Arg2:T25,mifepristone is NOT INHIBITOR of progesterone receptor
10682471,CPR:7,N ,NOT INDIRECT-DOWNREGULATOR,Arg1:T9,Arg2:T25,mifepristone is NOT INDIRECT-DOWNREGULATOR of progesterone receptor
10682471,CPR:8,N ,NOT AGONIST,Arg1:T9,Arg2:T25,mifepristone is NOT AGONIST of progesterone receptor
10682471,CPR:8,N ,NOT AGONIST-ACTIVATOR,Arg1:T9,Arg2:T25,mifepristone is NOT AGONIST-ACTIVATOR of progesterone receptor
10682471,CPR:8,N ,NOT AGONIST-INHIBITOR,Arg1:T9,Arg2:T25,mifepristone is NOT AGONIST-INHIBITOR of progesterone receptor
10682471,CPR:9,N ,NOT ANTAGONIST,Arg1:T9,Arg2:T25,mifepristone is NOT ANTAGONIST of progesterone receptor
10682471,CPR:4,Y ,INDIRECT-DOWNREGULATOR,Arg1:T1,Arg2:T24,mifepristone is INDIRECT-DOWNREGULATOR of PR mRNA
10682471,CPR:10,Y ,NOT UPREGULATOR,Arg1:T1,Arg2:T24,mifepristone is NOT UPREGULATOR of PR mRNA
10682471,CPR:10,Y ,NOT ACTIVATOR,Arg1:T1,Arg2:T24,mifepristone is NOT ACTIVATOR of PR mRNA
10682471,CPR:10,Y ,NOT INDIRECT-UPREGULATOR,Arg1:T1,Arg2:T24,mifepristone is NOT INDIRECT-UPREGULATOR of PR mRNA
10682471,CPR:8,Y ,NOT AGONIST,Arg1:T1,Arg2:T24,mifepristone is NOT AGONIST of PR mRNA
10682471,CPR:8,Y ,NOT AGONIST-ACTIVATOR,Arg1:T1,Arg2:T24,mifepristone is NOT AGONIST-ACTIVATOR of PR mRNA
10682471,CPR:8,Y ,NOT AGONIST-INHIBITOR,Arg1:T1,Arg2:T24,mifepristone is NOT AGONIST-INHIBITOR of PR mRNA
10682471,CPR:9,Y ,NOT ANTAGONIST,Arg1:T1,Arg2:T24,mifepristone is NOT ANTAGONIST of PR mRNA
10682471,CPR:4,Y ,INDIRECT-DOWNREGULATOR,Arg1:T3,Arg2:T14,mifepristone is INDIRECT-DOWNREGULATOR of PR gene
10682471,CPR:10,Y ,NOT UPREGULATOR,Arg1:T3,Arg2:T14,mifepristone is NOT UPREGULATOR of PR gene
10682471,CPR:10,Y ,NOT ACTIVATOR,Arg1:T3,Arg2:T14,mifepristone is NOT ACTIVATOR of PR gene
10682471,CPR:10,Y ,NOT INDIRECT-UPREGULATOR,Arg1:T3,Arg2:T14,mifepristone is NOT INDIRECT-UPREGULATOR of PR gene
10682471,CPR:8,Y ,NOT AGONIST,Arg1:T3,Arg2:T14,mifepristone is NOT AGONIST of PR gene
10682471,CPR:8,Y ,NOT AGONIST-ACTIVATOR,Arg1:T3,Arg2:T14,mifepristone is NOT AGONIST-ACTIVATOR of PR gene
10682471,CPR:8,Y ,NOT AGONIST-INHIBITOR,Arg1:T3,Arg2:T14,mifepristone is NOT AGONIST-INHIBITOR of PR gene
10682471,CPR:9,Y ,NOT ANTAGONIST,Arg1:T3,Arg2:T14,mifepristone is NOT ANTAGONIST of PR gene
10690753,CPR:4,Y ,INHIBITOR,Arg1:T10,Arg2:T28,felbamate is INHIBITOR of NMDA receptors
10690753,CPR:10,Y ,NOT UPREGULATOR,Arg1:T10,Arg2:T28,felbamate is NOT UPREGULATOR of NMDA receptors
10690753,CPR:10,Y ,NOT ACTIVATOR,Arg1:T10,Arg2:T28,felbamate is NOT ACTIVATOR of NMDA receptors
10690753,CPR:10,Y ,NOT INDIRECT-UPREGULATOR,Arg1:T10,Arg2:T28,felbamate is NOT INDIRECT-UPREGULATOR of NMDA receptors
10690753,CPR:8,Y ,NOT AGONIST,Arg1:T10,Arg2:T28,felbamate is NOT AGONIST of NMDA receptors
10690753,CPR:8,Y ,NOT AGONIST-ACTIVATOR,Arg1:T10,Arg2:T28,felbamate is NOT AGONIST-ACTIVATOR of NMDA receptors
10690753,CPR:8,Y ,NOT AGONIST-INHIBITOR,Arg1:T10,Arg2:T28,felbamate is NOT AGONIST-INHIBITOR of NMDA receptors
10690753,CPR:9,Y ,NOT ANTAGONIST,Arg1:T10,Arg2:T28,felbamate is NOT ANTAGONIST of NMDA receptors
10690753,CPR:4,Y ,INHIBITOR,Arg1:T10,Arg2:T30,felbamate is INHIBITOR of NR1a
10690753,CPR:10,Y ,NOT UPREGULATOR,Arg1:T10,Arg2:T30,felbamate is NOT UPREGULATOR of NR1a
10690753,CPR:10,Y ,NOT ACTIVATOR,Arg1:T10,Arg2:T30,felbamate is NOT ACTIVATOR of NR1a
10690753,CPR:10,Y ,NOT INDIRECT-UPREGULATOR,Arg1:T10,Arg2:T30,felbamate is NOT INDIRECT-UPREGULATOR of NR1a
10690753,CPR:8,Y ,NOT AGONIST,Arg1:T10,Arg2:T30,felbamate is NOT AGONIST of NR1a
10690753,CPR:8,Y ,NOT AGONIST-ACTIVATOR,Arg1:T10,Arg2:T30,felbamate is NOT AGONIST-ACTIVATOR of NR1a
10690753,CPR:8,Y ,NOT AGONIST-INHIBITOR,Arg1:T10,Arg2:T30,felbamate is NOT AGONIST-INHIBITOR of NR1a
10690753,CPR:9,Y ,NOT ANTAGONIST,Arg1:T10,Arg2:T30,felbamate is NOT ANTAGONIST of NR1a
10690753,CPR:4,Y ,INHIBITOR,Arg1:T10,Arg2:T31,felbamate is INHIBITOR of NR2
10690753,CPR:10,Y ,NOT UPREGULATOR,Arg1:T10,Arg2:T31,felbamate is NOT UPREGULATOR of NR2
10690753,CPR:10,Y ,NOT ACTIVATOR,Arg1:T10,Arg2:T31,felbamate is NOT ACTIVATOR of NR2
10690753,CPR:10,Y ,NOT INDIRECT-UPREGULATOR,Arg1:T10,Arg2:T31,felbamate is NOT INDIRECT-UPREGULATOR of NR2
10690753,CPR:8,Y ,NOT AGONIST,Arg1:T10,Arg2:T31,felbamate is NOT AGONIST of NR2
10690753,CPR:8,Y ,NOT AGONIST-ACTIVATOR,Arg1:T10,Arg2:T31,felbamate is NOT AGONIST-ACTIVATOR of NR2
10690753,CPR:8,Y ,NOT AGONIST-INHIBITOR,Arg1:T10,Arg2:T31,felbamate is NOT AGONIST-INHIBITOR of NR2
10690753,CPR:9,Y ,NOT ANTAGONIST,Arg1:T10,Arg2:T31,felbamate is NOT ANTAGONIST of NR2
10690753,CPR:4,Y ,INHIBITOR,Arg1:T13,Arg2:T32,Felbamate is INHIBITOR of rat NR1a
10690753,CPR:10,Y ,NOT UPREGULATOR,Arg1:T13,Arg2:T32,Felbamate is NOT UPREGULATOR of rat NR1a
10690753,CPR:10,Y ,NOT ACTIVATOR,Arg1:T13,Arg2:T32,Felbamate is NOT ACTIVATOR of rat NR1a
10690753,CPR:10,Y ,NOT INDIRECT-UPREGULATOR,Arg1:T13,Arg2:T32,Felbamate is NOT INDIRECT-UPREGULATOR of rat NR1a
10690753,CPR:8,Y ,NOT AGONIST,Arg1:T13,Arg2:T32,Felbamate is NOT AGONIST of rat NR1a
10690753,CPR:8,Y ,NOT AGONIST-ACTIVATOR,Arg1:T13,Arg2:T32,Felbamate is NOT AGONIST-ACTIVATOR of rat NR1a
10690753,CPR:8,Y ,NOT AGONIST-INHIBITOR,Arg1:T13,Arg2:T32,Felbamate is NOT AGONIST-INHIBITOR of rat NR1a
10690753,CPR:9,Y ,NOT ANTAGONIST,Arg1:T13,Arg2:T32,Felbamate is NOT ANTAGONIST of rat NR1a
10690753,CPR:4,Y ,INHIBITOR,Arg1:T13,Arg2:T33,Felbamate is INHIBITOR of NR2A
10690753,CPR:10,Y ,NOT UPREGULATOR,Arg1:T13,Arg2:T33,Felbamate is NOT UPREGULATOR of NR2A
10690753,CPR:10,Y ,NOT ACTIVATOR,Arg1:T13,Arg2:T33,Felbamate is NOT ACTIVATOR of NR2A
10690753,CPR:10,Y ,NOT INDIRECT-UPREGULATOR,Arg1:T13,Arg2:T33,Felbamate is NOT INDIRECT-UPREGULATOR of NR2A
10690753,CPR:8,Y ,NOT AGONIST,Arg1:T13,Arg2:T33,Felbamate is NOT AGONIST of NR2A
10690753,CPR:8,Y ,NOT AGONIST-ACTIVATOR,Arg1:T13,Arg2:T33,Felbamate is NOT AGONIST-ACTIVATOR of NR2A
10690753,CPR:8,Y ,NOT AGONIST-INHIBITOR,Arg1:T13,Arg2:T33,Felbamate is NOT AGONIST-INHIBITOR of NR2A
10690753,CPR:9,Y ,NOT ANTAGONIST,Arg1:T13,Arg2:T33,Felbamate is NOT ANTAGONIST of NR2A
10690753,CPR:4,Y ,INHIBITOR,Arg1:T13,Arg2:T34,Felbamate is INHIBITOR of NR2B
10690753,CPR:10,Y ,NOT UPREGULATOR,Arg1:T13,Arg2:T34,Felbamate is NOT UPREGULATOR of NR2B
10690753,CPR:10,Y ,NOT ACTIVATOR,Arg1:T13,Arg2:T34,Felbamate is NOT ACTIVATOR of NR2B
10690753,CPR:10,Y ,NOT INDIRECT-UPREGULATOR,Arg1:T13,Arg2:T34,Felbamate is NOT INDIRECT-UPREGULATOR of NR2B
10690753,CPR:8,Y ,NOT AGONIST,Arg1:T13,Arg2:T34,Felbamate is NOT AGONIST of NR2B
10690753,CPR:8,Y ,NOT AGONIST-ACTIVATOR,Arg1:T13,Arg2:T34,Felbamate is NOT AGONIST-ACTIVATOR of NR2B
10690753,CPR:8,Y ,NOT AGONIST-INHIBITOR,Arg1:T13,Arg2:T34,Felbamate is NOT AGONIST-INHIBITOR of NR2B
10690753,CPR:9,Y ,NOT ANTAGONIST,Arg1:T13,Arg2:T34,Felbamate is NOT ANTAGONIST of NR2B
10690753,CPR:4,Y ,INHIBITOR,Arg1:T13,Arg2:T35,Felbamate is INHIBITOR of NR2C
10690753,CPR:10,Y ,NOT UPREGULATOR,Arg1:T13,Arg2:T35,Felbamate is NOT UPREGULATOR of NR2C
10690753,CPR:10,Y ,NOT ACTIVATOR,Arg1:T13,Arg2:T35,Felbamate is NOT ACTIVATOR of NR2C
10690753,CPR:10,Y ,NOT INDIRECT-UPREGULATOR,Arg1:T13,Arg2:T35,Felbamate is NOT INDIRECT-UPREGULATOR of NR2C
10690753,CPR:8,Y ,NOT AGONIST,Arg1:T13,Arg2:T35,Felbamate is NOT AGONIST of NR2C
10690753,CPR:8,Y ,NOT AGONIST-ACTIVATOR,Arg1:T13,Arg2:T35,Felbamate is NOT AGONIST-ACTIVATOR of NR2C
10690753,CPR:8,Y ,NOT AGONIST-INHIBITOR,Arg1:T13,Arg2:T35,Felbamate is NOT AGONIST-INHIBITOR of NR2C
10690753,CPR:9,Y ,NOT ANTAGONIST,Arg1:T13,Arg2:T35,Felbamate is NOT ANTAGONIST of NR2C
10690753,CPR:4,Y ,INHIBITOR,Arg1:T18,Arg2:T37,Felbamate is INHIBITOR of N-methyl-D-aspartate receptors
10690753,CPR:10,Y ,NOT UPREGULATOR,Arg1:T18,Arg2:T37,Felbamate is NOT UPREGULATOR of N-methyl-D-aspartate receptors
10690753,CPR:10,Y ,NOT ACTIVATOR,Arg1:T18,Arg2:T37,Felbamate is NOT ACTIVATOR of N-methyl-D-aspartate receptors
10690753,CPR:10,Y ,NOT INDIRECT-UPREGULATOR,Arg1:T18,Arg2:T37,Felbamate is NOT INDIRECT-UPREGULATOR of N-methyl-D-aspartate receptors
10690753,CPR:8,Y ,NOT AGONIST,Arg1:T18,Arg2:T37,Felbamate is NOT AGONIST of N-methyl-D-aspartate receptors
10690753,CPR:8,Y ,NOT AGONIST-ACTIVATOR,Arg1:T18,Arg2:T37,Felbamate is NOT AGONIST-ACTIVATOR of N-methyl-D-aspartate receptors
10690753,CPR:8,Y ,NOT AGONIST-INHIBITOR,Arg1:T18,Arg2:T37,Felbamate is NOT AGONIST-INHIBITOR of N-methyl-D-aspartate receptors
10690753,CPR:9,Y ,NOT ANTAGONIST,Arg1:T18,Arg2:T37,Felbamate is NOT ANTAGONIST of N-methyl-D-aspartate receptors
10690753,CPR:4,Y ,INHIBITOR,Arg1:T18,Arg2:T38,Felbamate is INHIBITOR of NR2B
10690753,CPR:10,Y ,NOT UPREGULATOR,Arg1:T18,Arg2:T38,Felbamate is NOT UPREGULATOR of NR2B
10690753,CPR:10,Y ,NOT ACTIVATOR,Arg1:T18,Arg2:T38,Felbamate is NOT ACTIVATOR of NR2B
10690753,CPR:10,Y ,NOT INDIRECT-UPREGULATOR,Arg1:T18,Arg2:T38,Felbamate is NOT INDIRECT-UPREGULATOR of NR2B
10690753,CPR:8,Y ,NOT AGONIST,Arg1:T18,Arg2:T38,Felbamate is NOT AGONIST of NR2B
10690753,CPR:8,Y ,NOT AGONIST-ACTIVATOR,Arg1:T18,Arg2:T38,Felbamate is NOT AGONIST-ACTIVATOR of NR2B
10690753,CPR:8,Y ,NOT AGONIST-INHIBITOR,Arg1:T18,Arg2:T38,Felbamate is NOT AGONIST-INHIBITOR of NR2B
10690753,CPR:9,Y ,NOT ANTAGONIST,Arg1:T18,Arg2:T38,Felbamate is NOT ANTAGONIST of NR2B
10690753,CPR:4,Y ,INHIBITOR,Arg1:T1,Arg2:T20,felbamate is INHIBITOR of NMDA receptors
10690753,CPR:10,Y ,NOT UPREGULATOR,Arg1:T1,Arg2:T20,felbamate is NOT UPREGULATOR of NMDA receptors
10690753,CPR:10,Y ,NOT ACTIVATOR,Arg1:T1,Arg2:T20,felbamate is NOT ACTIVATOR of NMDA receptors
10690753,CPR:10,Y ,NOT INDIRECT-UPREGULATOR,Arg1:T1,Arg2:T20,felbamate is NOT INDIRECT-UPREGULATOR of NMDA receptors
10690753,CPR:8,Y ,NOT AGONIST,Arg1:T1,Arg2:T20,felbamate is NOT AGONIST of NMDA receptors
10690753,CPR:8,Y ,NOT AGONIST-ACTIVATOR,Arg1:T1,Arg2:T20,felbamate is NOT AGONIST-ACTIVATOR of NMDA receptors
10690753,CPR:8,Y ,NOT AGONIST-INHIBITOR,Arg1:T1,Arg2:T20,felbamate is NOT AGONIST-INHIBITOR of NMDA receptors
10690753,CPR:9,Y ,NOT ANTAGONIST,Arg1:T1,Arg2:T20,felbamate is NOT ANTAGONIST of NMDA receptors
10690753,CPR:4,Y ,INHIBITOR,Arg1:T1,Arg2:T21,felbamate is INHIBITOR of NR2B
10690753,CPR:10,Y ,NOT UPREGULATOR,Arg1:T1,Arg2:T21,felbamate is NOT UPREGULATOR of NR2B
10690753,CPR:10,Y ,NOT ACTIVATOR,Arg1:T1,Arg2:T21,felbamate is NOT ACTIVATOR of NR2B
10690753,CPR:10,Y ,NOT INDIRECT-UPREGULATOR,Arg1:T1,Arg2:T21,felbamate is NOT INDIRECT-UPREGULATOR of NR2B
10690753,CPR:8,Y ,NOT AGONIST,Arg1:T1,Arg2:T21,felbamate is NOT AGONIST of NR2B
10690753,CPR:8,Y ,NOT AGONIST-ACTIVATOR,Arg1:T1,Arg2:T21,felbamate is NOT AGONIST-ACTIVATOR of NR2B
10690753,CPR:8,Y ,NOT AGONIST-INHIBITOR,Arg1:T1,Arg2:T21,felbamate is NOT AGONIST-INHIBITOR of NR2B
10690753,CPR:9,Y ,NOT ANTAGONIST,Arg1:T1,Arg2:T21,felbamate is NOT ANTAGONIST of NR2B
10690753,CPR:4,Y ,INHIBITOR,Arg1:T3,Arg2:T22,felbamate is INHIBITOR of NMDA receptors
10690753,CPR:10,Y ,NOT UPREGULATOR,Arg1:T3,Arg2:T22,felbamate is NOT UPREGULATOR of NMDA receptors
10690753,CPR:10,Y ,NOT ACTIVATOR,Arg1:T3,Arg2:T22,felbamate is NOT ACTIVATOR of NMDA receptors
10690753,CPR:10,Y ,NOT INDIRECT-UPREGULATOR,Arg1:T3,Arg2:T22,felbamate is NOT INDIRECT-UPREGULATOR of NMDA receptors
10690753,CPR:8,Y ,NOT AGONIST,Arg1:T3,Arg2:T22,felbamate is NOT AGONIST of NMDA receptors
10690753,CPR:8,Y ,NOT AGONIST-ACTIVATOR,Arg1:T3,Arg2:T22,felbamate is NOT AGONIST-ACTIVATOR of NMDA receptors
10690753,CPR:8,Y ,NOT AGONIST-INHIBITOR,Arg1:T3,Arg2:T22,felbamate is NOT AGONIST-INHIBITOR of NMDA receptors
10690753,CPR:9,Y ,NOT ANTAGONIST,Arg1:T3,Arg2:T22,felbamate is NOT ANTAGONIST of NMDA receptors
10690753,CPR:4,Y ,INHIBITOR,Arg1:T3,Arg2:T23,felbamate is INHIBITOR of NR1a
10690753,CPR:10,Y ,NOT UPREGULATOR,Arg1:T3,Arg2:T23,felbamate is NOT UPREGULATOR of NR1a
10690753,CPR:10,Y ,NOT ACTIVATOR,Arg1:T3,Arg2:T23,felbamate is NOT ACTIVATOR of NR1a
10690753,CPR:10,Y ,NOT INDIRECT-UPREGULATOR,Arg1:T3,Arg2:T23,felbamate is NOT INDIRECT-UPREGULATOR of NR1a
10690753,CPR:8,Y ,NOT AGONIST,Arg1:T3,Arg2:T23,felbamate is NOT AGONIST of NR1a
10690753,CPR:8,Y ,NOT AGONIST-ACTIVATOR,Arg1:T3,Arg2:T23,felbamate is NOT AGONIST-ACTIVATOR of NR1a
10690753,CPR:8,Y ,NOT AGONIST-INHIBITOR,Arg1:T3,Arg2:T23,felbamate is NOT AGONIST-INHIBITOR of NR1a
10690753,CPR:9,Y ,NOT ANTAGONIST,Arg1:T3,Arg2:T23,felbamate is NOT ANTAGONIST of NR1a
10690753,CPR:4,Y ,INHIBITOR,Arg1:T3,Arg2:T24,felbamate is INHIBITOR of NR2B
10690753,CPR:10,Y ,NOT UPREGULATOR,Arg1:T3,Arg2:T24,felbamate is NOT UPREGULATOR of NR2B
10690753,CPR:10,Y ,NOT ACTIVATOR,Arg1:T3,Arg2:T24,felbamate is NOT ACTIVATOR of NR2B
10690753,CPR:10,Y ,NOT INDIRECT-UPREGULATOR,Arg1:T3,Arg2:T24,felbamate is NOT INDIRECT-UPREGULATOR of NR2B
10690753,CPR:8,Y ,NOT AGONIST,Arg1:T3,Arg2:T24,felbamate is NOT AGONIST of NR2B
10690753,CPR:8,Y ,NOT AGONIST-ACTIVATOR,Arg1:T3,Arg2:T24,felbamate is NOT AGONIST-ACTIVATOR of NR2B
10690753,CPR:8,Y ,NOT AGONIST-INHIBITOR,Arg1:T3,Arg2:T24,felbamate is NOT AGONIST-INHIBITOR of NR2B
10690753,CPR:9,Y ,NOT ANTAGONIST,Arg1:T3,Arg2:T24,felbamate is NOT ANTAGONIST of NR2B
10690753,CPR:4,Y ,INHIBITOR,Arg1:T8,Arg2:T29,felbamate is INHIBITOR of N-methyl-D-asparate (NMDA) receptors
10690753,CPR:10,Y ,NOT UPREGULATOR,Arg1:T8,Arg2:T29,felbamate is NOT UPREGULATOR of N-methyl-D-asparate (NMDA) receptors
10690753,CPR:10,Y ,NOT ACTIVATOR,Arg1:T8,Arg2:T29,felbamate is NOT ACTIVATOR of N-methyl-D-asparate (NMDA) receptors
10690753,CPR:10,Y ,NOT INDIRECT-UPREGULATOR,Arg1:T8,Arg2:T29,felbamate is NOT INDIRECT-UPREGULATOR of N-methyl-D-asparate (NMDA) receptors
10690753,CPR:8,Y ,NOT AGONIST,Arg1:T8,Arg2:T29,felbamate is NOT AGONIST of N-methyl-D-asparate (NMDA) receptors
10690753,CPR:8,Y ,NOT AGONIST-ACTIVATOR,Arg1:T8,Arg2:T29,felbamate is NOT AGONIST-ACTIVATOR of N-methyl-D-asparate (NMDA) receptors
10690753,CPR:8,Y ,NOT AGONIST-INHIBITOR,Arg1:T8,Arg2:T29,felbamate is NOT AGONIST-INHIBITOR of N-methyl-D-asparate (NMDA) receptors
10690753,CPR:9,Y ,NOT ANTAGONIST,Arg1:T8,Arg2:T29,felbamate is NOT ANTAGONIST of N-methyl-D-asparate (NMDA) receptors
10690753,CPR:6,Y ,ANTAGONIST,Arg1:T5,Arg2:T25,felbamate is ANTAGONIST of NMDA receptor
10690753,CPR:10,Y ,NOT UPREGULATOR,Arg1:T5,Arg2:T25,felbamate is NOT UPREGULATOR of NMDA receptor
10690753,CPR:10,Y ,NOT ACTIVATOR,Arg1:T5,Arg2:T25,felbamate is NOT ACTIVATOR of NMDA receptor
10690753,CPR:10,Y ,NOT INDIRECT-UPREGULATOR,Arg1:T5,Arg2:T25,felbamate is NOT INDIRECT-UPREGULATOR of NMDA receptor
10690753,CPR:7,Y ,NOT DOWNREGULATOR,Arg1:T5,Arg2:T25,felbamate is NOT DOWNREGULATOR of NMDA receptor
10690753,CPR:7,Y ,NOT INHIBITOR,Arg1:T5,Arg2:T25,felbamate is NOT INHIBITOR of NMDA receptor
10690753,CPR:7,Y ,NOT INDIRECT-DOWNREGULATOR,Arg1:T5,Arg2:T25,felbamate is NOT INDIRECT-DOWNREGULATOR of NMDA receptor
10690753,CPR:8,Y ,NOT AGONIST,Arg1:T5,Arg2:T25,felbamate is NOT AGONIST of NMDA receptor
10690753,CPR:8,Y ,NOT AGONIST-ACTIVATOR,Arg1:T5,Arg2:T25,felbamate is NOT AGONIST-ACTIVATOR of NMDA receptor
10690753,CPR:8,Y ,NOT AGONIST-INHIBITOR,Arg1:T5,Arg2:T25,felbamate is NOT AGONIST-INHIBITOR of NMDA receptor
10690753,CPR:6,Y ,ANTAGONIST,Arg1:T8,Arg2:T26,felbamate is ANTAGONIST of NMDA receptor
10690753,CPR:10,Y ,NOT UPREGULATOR,Arg1:T8,Arg2:T26,felbamate is NOT UPREGULATOR of NMDA receptor
10690753,CPR:10,Y ,NOT ACTIVATOR,Arg1:T8,Arg2:T26,felbamate is NOT ACTIVATOR of NMDA receptor
10690753,CPR:10,Y ,NOT INDIRECT-UPREGULATOR,Arg1:T8,Arg2:T26,felbamate is NOT INDIRECT-UPREGULATOR of NMDA receptor
10690753,CPR:7,Y ,NOT DOWNREGULATOR,Arg1:T8,Arg2:T26,felbamate is NOT DOWNREGULATOR of NMDA receptor
10690753,CPR:7,Y ,NOT INHIBITOR,Arg1:T8,Arg2:T26,felbamate is NOT INHIBITOR of NMDA receptor
10690753,CPR:7,Y ,NOT INDIRECT-DOWNREGULATOR,Arg1:T8,Arg2:T26,felbamate is NOT INDIRECT-DOWNREGULATOR of NMDA receptor
10690753,CPR:8,Y ,NOT AGONIST,Arg1:T8,Arg2:T26,felbamate is NOT AGONIST of NMDA receptor
10690753,CPR:8,Y ,NOT AGONIST-ACTIVATOR,Arg1:T8,Arg2:T26,felbamate is NOT AGONIST-ACTIVATOR of NMDA receptor
10690753,CPR:8,Y ,NOT AGONIST-INHIBITOR,Arg1:T8,Arg2:T26,felbamate is NOT AGONIST-INHIBITOR of NMDA receptor
10693877,CPR:4,Y ,INHIBITOR,Arg1:T10,Arg2:T13,rofecoxib is INHIBITOR of cyclooxygenase 2
10693877,CPR:10,Y ,NOT UPREGULATOR,Arg1:T10,Arg2:T13,rofecoxib is NOT UPREGULATOR of cyclooxygenase 2
10693877,CPR:10,Y ,NOT ACTIVATOR,Arg1:T10,Arg2:T13,rofecoxib is NOT ACTIVATOR of cyclooxygenase 2
10693877,CPR:10,Y ,NOT INDIRECT-UPREGULATOR,Arg1:T10,Arg2:T13,rofecoxib is NOT INDIRECT-UPREGULATOR of cyclooxygenase 2
10693877,CPR:8,Y ,NOT AGONIST,Arg1:T10,Arg2:T13,rofecoxib is NOT AGONIST of cyclooxygenase 2
10693877,CPR:8,Y ,NOT AGONIST-ACTIVATOR,Arg1:T10,Arg2:T13,rofecoxib is NOT AGONIST-ACTIVATOR of cyclooxygenase 2
10693877,CPR:8,Y ,NOT AGONIST-INHIBITOR,Arg1:T10,Arg2:T13,rofecoxib is NOT AGONIST-INHIBITOR of cyclooxygenase 2
10693877,CPR:9,Y ,NOT ANTAGONIST,Arg1:T10,Arg2:T13,rofecoxib is NOT ANTAGONIST of cyclooxygenase 2
10693877,CPR:4,Y ,INHIBITOR,Arg1:T6,Arg2:T12,rofecoxib is INHIBITOR of cyclooxygenase 2
10693877,CPR:10,Y ,NOT UPREGULATOR,Arg1:T6,Arg2:T12,rofecoxib is NOT UPREGULATOR of cyclooxygenase 2
10693877,CPR:10,Y ,NOT ACTIVATOR,Arg1:T6,Arg2:T12,rofecoxib is NOT ACTIVATOR of cyclooxygenase 2
10693877,CPR:10,Y ,NOT INDIRECT-UPREGULATOR,Arg1:T6,Arg2:T12,rofecoxib is NOT INDIRECT-UPREGULATOR of cyclooxygenase 2
10693877,CPR:8,Y ,NOT AGONIST,Arg1:T6,Arg2:T12,rofecoxib is NOT AGONIST of cyclooxygenase 2
10693877,CPR:8,Y ,NOT AGONIST-ACTIVATOR,Arg1:T6,Arg2:T12,rofecoxib is NOT AGONIST-ACTIVATOR of cyclooxygenase 2
10693877,CPR:8,Y ,NOT AGONIST-INHIBITOR,Arg1:T6,Arg2:T12,rofecoxib is NOT AGONIST-INHIBITOR of cyclooxygenase 2
10693877,CPR:9,Y ,NOT ANTAGONIST,Arg1:T6,Arg2:T12,rofecoxib is NOT ANTAGONIST of cyclooxygenase 2
10694244,CPR:2,N ,REGULATOR,Arg1:T9,Arg2:T35,troglitazone is REGULATOR of insulin
10694244,CPR:10,N ,NOT UPREGULATOR,Arg1:T9,Arg2:T35,troglitazone is NOT UPREGULATOR of insulin
10694244,CPR:10,N ,NOT ACTIVATOR,Arg1:T9,Arg2:T35,troglitazone is NOT ACTIVATOR of insulin
10694244,CPR:10,N ,NOT INDIRECT-UPREGULATOR,Arg1:T9,Arg2:T35,troglitazone is NOT INDIRECT-UPREGULATOR of insulin
10694244,CPR:7,N ,NOT DOWNREGULATOR,Arg1:T9,Arg2:T35,troglitazone is NOT DOWNREGULATOR of insulin
10694244,CPR:7,N ,NOT INHIBITOR,Arg1:T9,Arg2:T35,troglitazone is NOT INHIBITOR of insulin
10694244,CPR:7,N ,NOT INDIRECT-DOWNREGULATOR,Arg1:T9,Arg2:T35,troglitazone is NOT INDIRECT-DOWNREGULATOR of insulin
10694244,CPR:8,N ,NOT AGONIST,Arg1:T9,Arg2:T35,troglitazone is NOT AGONIST of insulin
10694244,CPR:8,N ,NOT AGONIST-ACTIVATOR,Arg1:T9,Arg2:T35,troglitazone is NOT AGONIST-ACTIVATOR of insulin
10694244,CPR:8,N ,NOT AGONIST-INHIBITOR,Arg1:T9,Arg2:T35,troglitazone is NOT AGONIST-INHIBITOR of insulin
10694244,CPR:9,N ,NOT ANTAGONIST,Arg1:T9,Arg2:T35,troglitazone is NOT ANTAGONIST of insulin
10694244,CPR:4,Y ,INHIBITOR,Arg1:T18,Arg2:T36,zileuton is INHIBITOR of 5-lipoxygenase
10694244,CPR:10,Y ,NOT UPREGULATOR,Arg1:T18,Arg2:T36,zileuton is NOT UPREGULATOR of 5-lipoxygenase
10694244,CPR:10,Y ,NOT ACTIVATOR,Arg1:T18,Arg2:T36,zileuton is NOT ACTIVATOR of 5-lipoxygenase
10694244,CPR:10,Y ,NOT INDIRECT-UPREGULATOR,Arg1:T18,Arg2:T36,zileuton is NOT INDIRECT-UPREGULATOR of 5-lipoxygenase
